max_NPRM,NFix,total_NIV,total_NPRM,total_CBO,max_DeletedLOC,MNL,avg_NOC,max_NIV,avg_FANIN,total_ModifiedLOC,total_NPM,Buggy
10.25346759560798,9.53391439637606,10.05261918042752,10.560666030269942,10.984199969314124,12.385355434695743,10.126250834074726,8.86574528039059,10.440382187352837,10.07425695204911,11.489645055475108,9.0,True
10.0,10.645232131516611,10.036551611356563,10.0,10.0,10.218202927401629,10.586842271531296,10.309838893066718,10.0,8.484617404100907,11.955628097275852,10.50110325321028,True
10.063049423423365,9.420584075219422,9.585954963055137,10.853792180012938,12.230045758566988,10.392414381759675,10.45035179939408,8.042723517553629,10.093570756427713,11.728682670727391,11.710978232941653,9.0,True
9.0,8.0,6.0,9.0,5.2775103407501565,7.0,7.0,10.0,7.0,2.046205483812824,4.958749349376587,9.0,True
10.0,9.725692276180416,9.0,10.0,10.0,7.340381403931811,10.685830533373343,9.0,10.0,6.0,8.0,9.0,True
10.893609848673227,10.792501401354572,13.301526010900034,10.817369602846407,10.612781714007943,10.403420183623705,11.952920900386614,8.674700663497626,12.92562681388902,7.967731152949092,11.344405728866763,9.0,True
10.0,8.0,7.556540185243123,10.0,8.312623611614514,6.2281074918597445,9.0,9.0,10.0,6.0,8.0,9.0,True
10.557719887353487,9.116134653657767,11.590420488796092,10.263510125893248,13.267849938991116,10.781570713191641,11.247023677306125,8.368859015167402,10.89028103858113,9.631336837557923,11.237583372450375,9.0,True
8.505581930745558,8.0,3.165255489769187,8.485688315789245,6.924025182636644,5.185102151134116,6.645242028028295,9.0,6.341287360529743,7.680349382136196,8.0,10.871573517814552,True
9.0,8.0,8.460787743914747,9.0,11.476367987589345,9.994541770570263,7.0,8.734730325099965,8.635236127239809,2.5276535423579856,10.7499234775102,9.0,True
9.0,8.0,7.464281377203856,9.0,11.435310865180554,7.0,10.82299867363125,8.655669848300647,10.861967208054653,4.302534058840498,8.66355136672421,9.0,True
9.0,8.0,6.0,9.0,9.292698796547068,7.0,7.0,8.240611647193239,7.0,4.322708081309048,8.977857151482242,10.734366613389504,True
8.39834033310838,8.0,3.1848062719249715,8.350923486985154,5.37187290298982,5.21259028707266,5.0983110965083345,9.0,5.841168727357751,4.615841849659954,8.0,10.65909753315824,True
9.0,8.0,7.818589255279912,9.0,5.849730100132401,7.0,10.641127884944618,8.242255168244391,8.884160696791465,6.0,7.0,9.0,True
10.173972054056367,11.38216541023851,10.47094709968566,10.828281911840676,11.24549703594741,10.293805027275852,10.243208562477994,8.33805195527645,10.493952214470996,11.497128120960237,10.235269201213201,9.0,True
9.0,8.0,6.0,9.0,10.753358633961284,7.0,7.0,8.983017555556275,7.0,7.009122157843219,8.444453589395199,10.852060071372788,True
10.505547171563807,8.0,9.983324453373005,10.51324457248586,13.85566508504543,7.0,9.866914707982655,8.404866097783259,11.678059644239648,6.0,8.32600440984829,9.0,True
10.408658887751105,10.837867763128875,12.084369678824581,10.150189857472798,15.518719019650844,10.039265995225724,12.819901561158776,8.693391597088135,12.941902752467755,7.638184794957661,11.171222752720816,9.0,True
10.0,11.69667511231418,10.407783580305166,10.0,10.0,10.757789398274427,10.38976606605304,10.28621203517313,10.0,8.458598453117727,11.765150197208252,10.84256825382906,True
8.95769290226971,8.0,4.260527033679345,8.981831900392287,7.538219665810045,6.231220114521138,5.52548926519585,9.0,6.889462703593159,7.804303172299089,8.0,10.312244434983631,True
9.0,8.0,7.6564371778288285,9.0,8.27413844526794,7.0,7.0,8.237815161689026,8.823322452780124,7.588987967322966,7.0,9.0,True
10.86031052640899,8.0,7.921373777051414,10.403099259799204,9.37752471222728,7.0,10.991575003749421,8.306937443388463,9.20283215205756,2.0408754605171593,8.731756657736462,9.0,True
9.0,8.0,7.868054927803333,9.0,4.0,9.501834808939655,7.0,8.799860938962151,8.531075826896837,7.68657010919566,8.08882500125514,9.0,True
10.0,11.387724266755258,7.95700287473023,10.0,10.0,10.019266941757648,9.0,9.0,8.385585295881059,8.360449191950043,8.0,9.0,True
10.0,8.0,6.750327511203038,10.0,3.9463751942158867,5.010911671525125,9.0,9.0,8.047306471661564,9.294860825216626,6.215183986249695,9.0,True
10.0,10.7229694066618,10.805248454228444,10.0,10.0,10.568360754428749,10.968693470494268,9.0,10.0,7.148159123009882,10.510782324890437,9.0,True
9.0,8.0,8.155670516989318,9.0,12.369966111477884,9.100942475485201,7.0,8.08006170191382,8.586309446842977,3.6922792726746496,9.813101179986617,9.0,True
10.0,11.903717517172987,10.65545120688208,10.0,10.0,10.886816045566515,10.401475787036311,9.0,10.0,7.927769206587714,11.443200616430085,9.0,True
8.030800640125587,8.0,10.947441208698015,8.75325338462211,8.813970039941266,10.999869314969581,10.003447209425456,9.0,10.0,9.626188383847722,9.739612618894347,9.0,True
10.181167468343354,11.389045198938542,13.751110336531159,10.563071924689785,14.571721514036971,12.975495922883148,10.953829372390922,8.459147054170309,12.228556771574567,9.161955104688726,11.642109618301372,9.0,True
9.0,8.0,7.06846793934157,9.0,5.2115331191418255,7.0,9.613810421879053,8.439966765193812,8.300972642218696,6.0,7.0,9.0,True
8.56260705776956,8.0,3.4751066702114084,8.489667072056044,6.399955379403247,5.515633144416317,6.329442891117295,9.0,4.729389833764525,7.3378743632418955,8.0,10.99363421893354,True
10.0,11.91460787994411,10.60663117340972,10.0,10.0,10.72643693991827,10.759747990944891,9.0,10.0,7.899559300928335,10.278557852400784,9.0,True
9.0,8.0,7.477902124412308,9.0,15.899113968276833,10.867144730334664,7.0,8.013111186355136,8.15087831914731,2.807104245271881,10.782920372278497,9.0,True
8.552812307698291,10.248108512962853,10.858205468819595,8.2671095262585,10.0,10.384678215949778,10.47526889675868,9.0,10.0,6.0,11.478269934897126,9.0,True
9.0,8.0,6.0,9.0,10.206626079267771,7.0,7.0,10.0,7.0,9.441411250949251,8.638472114135734,9.0,True
10.71249906650543,8.0,7.400672262869936,10.976704072580038,11.915108349147923,7.0,10.885698628432074,8.923696528366483,10.55136766196609,2.109713613434686,8.940130931359693,9.0,True
9.0,8.0,6.0,9.0,4.0,7.0,7.0,10.0,7.0,6.0,7.0,9.0,True
8.278911570544809,8.0,5.20779524574685,8.561024550241973,4.7746355716365905,6.287824613258588,9.0,9.0,6.666352685043108,6.0,6.1988238318118345,9.0,True
10.333996551359805,9.032758321200042,9.735298134088055,10.718954957149105,11.862923302308847,8.095723667968059,10.901117126781614,8.661059259480046,12.098740837859962,6.0,8.641164182914226,9.0,True
9.0,10.068769922957,11.53532091673811,9.0,13.159613330302868,9.462002688290706,10.756995288556222,10.0,11.142500166123618,10.585357862390438,10.190020779805248,10.02807480711979,True
8.381690147872561,8.0,6.407301775756383,8.312569639465279,2.632112149393829,9.0,5.994877086791873,9.0,7.160116337275464,7.100131997006526,8.0,9.0,True
10.629150996619238,8.0,7.157248133544169,10.619383594268442,10.423749117923046,7.0,9.287402843899633,8.729179659523307,9.331821396564871,4.376090460428325,8.810428477641858,9.0,True
9.0,10.014070072298223,12.222655263044732,9.0,14.447819858073888,10.355964958078136,12.396760673991007,8.228528688418537,10.897860416213426,6.0,11.240643432816965,9.0,True
8.122323984778777,8.0,3.1078601611058536,8.01017239776022,0.0,5.740256950907169,6.668347072939571,10.565134559583196,6.4581121489250215,6.0,2.1925880659809347,9.0,True
8.083294160573477,8.0,6.346601942603161,8.66462998893826,3.160309870684148,6.622952124375578,10.917387778216478,9.0,8.680386801559766,0.18546176875294407,6.5267016940968325,9.0,True
9.0,8.0,6.0,9.0,8.520849670013863,7.0,7.0,8.408674690243734,7.0,7.683847895544511,8.920939500910237,10.226865252572024,True
10.128933038078834,8.0,7.282782665492158,10.551642533139638,9.767217745682276,7.0,10.797908182805287,8.174763568348492,9.279758628408718,4.230308747936896,8.398650066819522,9.0,True
9.0,8.0,6.0,9.0,9.365761186961198,7.0,7.0,10.0,7.0,11.702964379307357,8.50276063228533,9.0,True
10.282890496656714,8.0,7.707094382759822,10.19990356643837,10.106745266443069,7.0,10.917337551472656,8.096504988150814,10.419700318365889,4.965029226392263,8.704478553729299,9.0,True
8.693782405753456,8.0,3.3385606361582143,8.23755495657855,4.644319429847496,6.503747026858617,5.353002835479145,9.0,4.566225303816207,4.780765380781497,8.0,10.32081666750783,True
8.4532854749619,8.0,5.601208850885255,8.446308977881982,0.0,5.935499064452625,6.567321941253738,10.274359556163386,4.839656064720981,6.0,6.524355395343592,9.0,True
9.0,8.0,11.415055639710944,9.0,14.120702925820039,7.0,9.2530236336105,8.010807046981569,12.314207819808018,2.5574249275819874,7.0,10.38833334968953,True
9.0,8.0,7.6417458966868,9.0,13.469167127867427,7.0,9.676223970742473,8.06062259622823,10.962329997020468,4.253158310910847,8.876212888655614,9.0,True
9.0,8.0,12.610764004941569,9.0,15.198724953259308,7.0,10.061093770952581,8.818353252208258,10.522412720211863,9.912162258668467,8.596614891984501,9.0,True
9.0,11.013279461479629,13.369505278963508,9.0,14.612943174608908,12.893843028149055,11.610950710761385,8.497861913006986,11.76960947119093,6.0,11.672623944118985,9.0,True
8.778199602466685,8.0,6.21577314929775,8.195965132429748,2.189195197976878,9.0,6.964851355522514,9.0,6.895538287234799,7.9834344040678635,8.0,9.0,True
10.0,11.411298281240212,10.9181296582129,10.0,10.0,10.178084666661213,10.379240106968362,9.0,10.0,11.817312974443118,10.56168459912801,9.0,True
10.0,10.353902673949436,10.617366297016995,10.0,10.0,10.164621571547837,10.672338976584518,9.0,10.0,7.367440564364531,10.57134506731803,9.0,True
9.0,8.0,9.86875017541739,9.0,11.375864077378095,7.0,12.792764043134405,8.54063502271392,10.658960989985376,4.100115725758336,7.0,9.0,True
9.0,11.281808444673,9.400835080347237,9.0,10.769163441063661,9.226777677621172,11.898125105944455,10.0,11.075483478244182,13.347639456785668,10.776846295406308,10.660731859645841,True
10.0,8.0,9.0,10.0,8.833882187670628,5.363734734027872,10.777984354042845,9.0,10.0,7.3204172579069935,6.299136361233536,9.0,True
8.948705780722305,8.0,3.6527532796163005,8.301865203016568,4.7762504464178885,6.967115446302894,6.006636889746768,10.972227713658285,4.389525976610793,2.3551485385498436,4.304791373154185,9.0,True
9.0,8.0,7.182411066122538,9.0,4.0,9.954887275081507,7.0,8.779497382762742,8.384761078471083,7.917773727895639,8.267449431115587,9.0,True
10.0,8.0,5.79103649028208,10.0,8.051173131317245,6.944169941527891,9.0,9.0,8.49039538908926,4.273178230259173,8.0,9.0,True
10.018210981516264,8.0,9.512385245004085,10.019152642123167,14.940304144658802,10.75270621528844,9.118868081075664,8.046181202252207,11.128466419720423,6.0,8.82383470591248,9.0,True
10.671970123901058,10.429599410672235,8.663113271176794,10.616062566520895,14.868092359600862,10.344405435499437,10.668145142628838,8.271601475247655,10.692076461631725,9.210730972489486,8.430782802914404,9.0,True
8.596460416223248,8.0,10.172309330531272,8.911800097454663,10.0,5.42453863788301,10.58417890624066,9.0,10.0,8.09992158616139,8.0,9.0,True
9.0,8.0,11.064975012936358,9.0,15.109626869137356,7.0,11.891949569334217,8.392198052566094,10.06679175239742,8.467568776566361,8.287017391564135,9.0,True
9.0,8.0,8.62977130562321,9.0,10.264317392499654,7.0,12.460004390496813,8.715626109726717,9.019735606513276,4.738772263455501,7.0,9.0,True
10.0,9.982550061358785,5.7166646486488215,10.0,8.812763307592656,10.51749482320855,10.582374679566824,9.0,8.667740988097519,7.558907564854225,8.0,9.0,True
8.23505996694146,11.942965365102388,9.0,8.267097969051461,10.0,9.0,10.221081589385253,10.00837248740904,10.0,12.35205484698378,11.84656580082237,10.682433013013641,True
10.0,8.0,6.72053774688691,10.0,2.4798740180553693,5.077936914180259,9.0,9.0,8.803331543836094,9.527466137252562,6.99430881282022,9.0,True
10.0,8.0,5.547269875917353,10.0,8.70594238948709,5.128559481920562,9.0,9.0,8.044927519782526,4.26906164050527,8.0,9.0,True
9.0,8.0,6.0,9.0,9.651781962422273,10.853991433971194,7.0,8.546561211533968,7.0,4.279340399835583,8.093155821994289,10.273629745975217,True
9.0,8.0,7.983747830530854,9.0,9.541752655581217,7.0,9.524305605003644,8.963273184546647,10.767029976283357,4.217103959737861,8.404208199890949,9.0,True
9.0,8.0,6.0,9.0,4.0,7.0,7.0,10.0,7.0,6.0,7.0,9.0,True
9.0,8.0,6.0,9.0,4.0,7.0,7.0,10.0,7.0,6.0,7.0,9.0,True
10.0,11.165857488700045,10.534498606652207,10.0,10.0,10.357078098225537,10.938784037631535,9.0,10.0,7.76204889277421,10.101034850088848,9.0,True
8.894822968141012,8.0,3.4520285163887867,8.800284881319238,6.464965023438026,5.093974824428007,5.822615608968032,9.0,4.499077835007553,7.026501152407269,8.0,10.875287963121448,True
10.893426128043231,10.628694655474726,11.82207675024451,10.786614745585364,12.155059835725055,10.866139198114151,12.326047053691056,10.0,11.36647921314077,9.194785225893455,10.733337708340873,10.841239346264334,True
8.831153485644519,8.0,5.312141722842355,8.03166327888048,5.383829308595713,5.889701616753834,6.89682227433964,9.0,7.680787247582209,7.521257570619837,6.418491315642593,9.0,True
10.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,6.0,8.0,9.0,True
8.665095765233671,8.0,5.350948297415805,8.601740869141736,0.03231510214186528,6.691958310304452,9.0,9.0,6.85289740882266,6.0,6.826742529667191,9.0,True
10.501424100308288,8.0,7.4639697676144,10.2564240307177,13.264200655291027,7.0,9.115470587420445,8.203662516610652,10.40363239109596,4.139034399149279,8.640198382348805,9.0,True
9.0,8.0,6.0,9.0,4.0,7.0,7.0,10.0,7.0,6.0,7.0,9.0,True
9.0,11.834440280908934,11.684889292898136,9.0,13.70815251282179,11.478770006743623,11.047965477815783,8.844274622266806,11.871487569200251,6.0,11.711971911033396,9.0,True
10.849649520921739,8.0,10.003539650675568,10.089421998259114,14.985014057494475,9.079267010303042,10.724624335053775,8.973345173794913,12.36342716939855,6.0,8.692674336110786,9.0,True
9.0,8.0,6.0,9.0,9.502378997763795,7.0,7.0,8.937118328040011,7.0,4.607185863474164,8.962212244530877,10.325195804038499,True
8.096183478690032,11.84750057506227,9.0,8.527557363017094,10.0,9.0,10.68799901657492,10.70140795606435,10.0,12.415932148746556,10.147917176768978,10.47951387147327,True
10.295622512828794,8.0,7.572057864996426,10.796633588248262,10.597465401746515,7.0,9.288105841956668,8.283892015419855,9.412662722838574,3.3858762143790324,8.449674597649597,9.0,True
10.0,9.895574306977482,9.0,10.0,10.0,7.966409951672613,10.016219846588932,9.0,10.0,6.0,8.0,9.0,True
8.563696938427771,8.0,6.594798323247357,8.30901699525176,2.082217884307172,6.293289956781212,9.0,9.0,7.402949269309981,6.0,6.938321858799848,9.0,True
10.0,11.241940418274462,10.768066611194085,10.0,10.0,10.4125619261512,10.508767226365672,10.72026098031259,10.0,9.946260092057889,10.681851344675398,10.686817685844606,True
9.0,8.0,6.0,9.0,7.1619151379652894,7.0,7.0,8.053347459720115,7.0,4.873019425137195,8.693161095224072,10.855222286821386,True
8.111322970284121,8.0,5.435855164706908,8.304594338924781,0.0,9.0,6.794983068283187,9.0,7.4812536962655205,7.493056323153649,8.0,9.0,True
9.0,8.0,6.0,9.0,8.812350917109205,10.440736708893567,7.0,8.881614670426101,7.0,4.743992409340328,8.193213456604678,10.535233233150125,True
10.33830859765507,8.0,10.438699036579559,10.857620304137486,12.364604997735519,7.0,10.634296300608177,8.333196215881363,11.640810306104004,7.629969251463588,7.0,9.0,True
10.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,6.0,8.0,9.0,True
9.0,9.990539433400011,11.692380149769305,9.0,8.708167346612157,9.309061597283018,12.157337442179156,8.928002606468324,10.630938687897663,10.47223683105969,8.103243754289611,9.0,True
9.0,11.726611584222344,13.82019482258352,9.0,15.33980435238335,12.583018151041347,12.753855066769525,8.79377032498534,10.350718345867287,6.0,12.746401125163487,9.0,True
10.26784329719208,9.143482495221258,9.655884701007308,10.873415323814235,14.869955669280229,12.705847494580073,11.972909835035827,8.992053431600201,11.096823928515892,11.562831894963622,12.606086369304869,9.0,True
8.125397771790714,11.01371454622296,10.782299621958897,8.804026975868505,10.0,10.486791084063453,10.908719435143048,9.0,10.0,6.0,10.426507317196386,9.0,True
10.472809981827652,9.17198762196323,11.555535442907365,10.453957513863882,11.39440487598716,10.582859268019224,10.247533346449481,8.967304909034961,10.868856012136861,10.819854120160809,12.585132015477669,9.0,True
9.0,9.63791523651225,7.5950719504511985,9.0,11.268424544397005,7.0,7.0,8.671979272694625,10.098994241965405,2.7747774883993777,8.071917093278433,9.0,True
9.0,8.0,6.0,9.0,5.442965487481685,7.0,7.0,10.0,7.0,2.487195042517768,4.741564662391307,9.0,True
10.093155086613175,8.0,9.972369682542794,10.63796128320063,10.133584892987304,7.0,9.779897304084644,8.309562307804828,12.286378014978583,6.0,8.825685240818538,9.0,True
9.0,9.149914346808206,7.451182282438193,9.0,8.55725166671399,7.0,7.0,8.284043966450913,9.186702083495872,1.8591995831531305,8.459978490657768,9.0,True
9.0,8.0,7.451739396850879,9.0,10.311170984469454,9.149539666072421,7.0,8.820380561059723,8.988555409915053,3.9777590225151114,9.382401016990713,9.0,True
10.874489502135424,8.0,7.883752772934918,10.58218622027144,9.940929352153987,7.0,9.284645823476193,8.568508982408446,9.964604648797252,2.7591640368443966,8.13185831593288,9.0,True
10.0,10.091693008715895,10.8944562073469,10.0,10.0,10.600173335061543,10.785524688408653,10.654849180654102,10.0,8.614405881396989,11.647313186050258,10.563942185444098,True
9.0,8.0,7.146098181670605,9.0,5.158764786030475,7.0,11.33004305217842,8.729308468243818,9.752405074937046,0.27989531297068293,7.0,9.0,True
8.961799089872232,8.0,3.319043511070821,8.8006060772121,0.10416322943251721,5.181030148984373,5.6403386080413,10.639236323816894,6.290763356907269,6.0,2.7748320664257182,9.0,True
10.166840609153308,9.144161022887776,9.45364063983326,10.001064847997897,14.43744198570497,12.746863028505496,11.611064141642057,8.383497784859365,11.826295153907678,10.345279209699227,12.732773748244288,9.0,True
8.212223001920545,8.0,6.520185302898096,8.305695211108045,8.097660449054302,6.397709321516453,9.0,9.0,8.875906133163078,4.365474605540663,8.0,9.0,True
10.556898896105062,8.0,7.312571745228822,10.103237373128142,11.985167936429512,7.0,9.905468657639428,8.991876254875677,10.96019180925805,3.4741397440309196,8.127012499604687,9.0,True
9.0,8.0,6.0,9.0,4.0,7.0,7.0,10.0,7.0,6.0,3.4691994588913673,9.0,True
10.0,11.728273070449365,10.459929130058068,10.0,10.0,10.445548935472273,10.958333815939094,9.0,10.0,7.789586676870125,11.157878862192097,9.0,True
8.87135829522658,8.0,5.209179730766062,8.5620857903773,6.6512249016266125,6.957239218559487,6.3339476251543445,9.0,6.074308013789284,7.302194862303417,6.229035017453467,9.0,True
9.0,8.0,7.08197826484746,9.0,8.1800319610435,7.0,7.0,8.496765912245372,8.166289245391814,7.312405947620833,7.0,9.0,True
10.0,11.217274250181237,7.906811765423958,10.0,10.0,10.759142919586633,9.0,9.0,8.692301334924505,9.253368526636264,8.0,9.0,True
8.454234509039157,8.0,4.259672333930132,8.490251027189206,4.876023630509351,9.0,5.471350910342451,9.0,5.881937793135798,4.255887295350607,8.0,10.164125127436723,True
8.688742380618509,8.0,4.555255314174047,8.898752317164114,7.152559349655393,5.843047703936229,6.96461946502364,10.46143464096417,5.057715978646977,11.3694339657926,8.0,9.0,True
9.0,8.0,6.0,9.0,4.0,7.0,7.0,10.0,7.0,6.0,7.0,9.0,True
10.0,8.0,5.099103871467803,10.0,8.864909564067409,6.583463547683438,9.0,9.0,8.339471536698609,4.932823355644387,8.0,9.0,True
10.981279831636769,9.330313154703678,10.41130997643617,10.77032745723106,15.714019459811277,10.88805791251709,10.267444812229451,8.592848976129588,11.932008195470052,9.641319859730041,12.788374879020907,9.0,True
10.0,8.0,5.504897403427892,10.0,6.680571946487359,6.519860881535527,9.0,9.0,8.403066459927041,3.770972997405739,8.0,9.0,True
9.0,8.0,6.0,9.0,5.029603864802421,7.0,7.0,10.0,7.0,3.2806330024664447,3.5071099337671314,9.0,True
9.0,11.592468828574223,9.684068224195972,9.0,15.164568399367914,10.62051150788983,10.656891184784229,10.0,11.133035349286773,12.3173039514662,12.143429117964665,10.776574906565198,True
10.285511757391918,8.0,9.292069627505095,10.670515238754787,12.652266530732275,7.0,9.06007697223352,8.423927490331952,12.218072174883215,6.0,8.127104986519985,9.0,True
8.693521978318033,11.897731992299674,10.71986899297613,8.844691386441866,10.0,10.201427680309548,10.336092906780534,9.0,10.0,6.0,10.078291500781257,9.0,True
10.0,9.338893196819853,5.838411346991004,10.0,8.85967169314119,10.985070338376753,10.719483905457954,9.0,8.116884593693232,7.010834231470839,8.0,9.0,True
10.928964279563752,4.777099728783542,11.690063241828096,10.773363711972772,15.11170191690119,3.5825145783305086,9.961495363901928,8.083868524016083,10.272802932389036,4.486082897456205,5.475165383248132,10.047708256117135,True
10.0,8.0,5.709331491304752,10.0,8.541677524243449,6.517580830871999,9.0,9.0,8.292802112046143,4.977003999337056,8.0,9.0,True
9.0,9.662483417695574,9.224481520893564,9.0,10.766338478762556,9.665140449088774,11.077781493484942,8.684159259930329,11.806662562723893,11.826231481894741,8.82963043413927,9.0,True
8.43284169785426,8.0,6.0857441622530395,8.536915854970768,2.799713756489444,6.2070106669959895,10.555682940704637,9.0,8.491872433322246,0.8822151117154888,6.580821614859912,9.0,True
8.103937113610726,8.0,4.866896357259184,8.704311074391752,6.6345216893810735,6.634783886858422,6.768410848081998,10.257331978980828,6.670168869472792,10.989249617218212,8.0,9.0,True
8.291210737249958,9.812937674585807,9.0,8.086459430020938,6.9451155315941815,9.0,10.878040134908844,9.0,10.0,10.113197673801462,8.0,9.0,True
10.773523644817462,9.030264360750941,11.943081420250248,10.10002147611094,11.450373511101667,10.075045222310871,12.770330164115471,8.566525856587031,12.692859849667036,9.268282859460932,11.381830133459669,9.0,True
8.230202983706606,8.0,9.0,8.66543972208894,10.0,6.634276510084407,9.0,9.0,10.0,2.507742928542041,6.15174335298038,10.206403625938359,True
10.514526047236394,3.216673974160266,10.595508191194769,10.664181927351867,11.230550714082437,4.896458806370422,10.440777878481741,8.306487686656174,12.414144952645648,4.3388034906197745,5.188870543303477,10.894659579253435,True
8.402454548562261,11.829889743203598,10.211914644292051,8.560864820905815,10.0,10.503542831191659,10.844689978226373,9.0,10.0,6.0,11.169959389344527,9.0,True
10.0,8.0,7.53801344888443,10.0,8.681452978851036,6.531475770446547,9.0,9.0,10.0,6.0,8.0,9.0,True
9.0,8.0,6.0,9.0,11.452845382634248,7.0,7.0,8.883710508800878,7.0,7.128147931482079,8.229060541842207,10.752263028770702,True
8.94162844527203,8.0,5.200025202964214,8.92197022392886,6.764877254203541,5.789099509339374,5.241718762494536,9.0,5.876278233549866,4.2885216600803115,8.0,10.693881846200968,True
9.0,10.682470978753905,11.059060414497948,9.0,14.638147106707759,10.571230865388907,10.58362574250848,10.0,11.002026189928115,11.448649222343569,10.12599997119565,10.001738134062881,True
10.946052069320507,4.018893303028092,10.86594010470045,10.868939620761262,15.775027565235634,3.62870756968619,10.122360714472785,8.506312210672554,12.757286203602948,4.521519934420771,5.0662024123035785,10.303456960544572,True
10.116289357992505,9.08178088383553,7.5906633548314835,10.843534779659599,13.401503034754098,12.664804156948485,12.752346383243196,8.950580048410911,9.736499740887357,7.0032832773197295,8.750825527064755,9.0,True
8.325118936633906,8.0,4.291840820021363,8.961034570777427,7.319487166044,5.198468571444742,5.2796408487657915,10.293594994114848,6.383989205930247,9.332647048515312,8.0,9.0,True
10.0,9.909249521692029,9.0,10.0,10.0,10.83912380820163,10.427987548941077,9.0,10.0,11.52487188588372,11.240882002693859,9.0,True
8.578474984905748,8.0,5.353401368561462,8.272533054408807,8.801626448949579,6.3643997385405,9.0,9.0,8.447336024679045,4.497406833947568,8.0,9.0,True
10.0,9.799487249795442,9.0,10.0,10.0,10.208516697868614,10.564463963100659,9.0,10.0,9.51492685292253,10.019291992147396,9.0,True
9.0,8.0,7.755282314861228,9.0,7.060264896407961,7.0,7.0,8.9889453992928,8.220824594111907,7.723328935917301,7.0,9.0,True
9.0,8.0,6.0,9.0,8.930157055528749,7.0,7.0,8.122784251529854,7.0,4.3432597465175675,8.039665424228188,10.075330903521532,True
8.10972347831477,8.0,4.279054025181904,8.983411311355262,3.801697342637611,6.046723410531249,5.4197037421303795,10.076073555015663,6.244735870975273,6.0,2.1846356361092925,9.0,True
10.0,9.960460052712886,9.0,10.0,10.0,7.906229250405528,10.517143598773131,9.0,10.0,6.0,8.0,9.0,True
8.360522000605178,9.392626259999707,9.0,8.941675708506846,7.980546334033771,9.0,10.530732482461378,9.0,10.0,10.178263608568088,8.0,9.0,True
10.0,10.300952986521375,10.796824024324163,10.0,10.0,10.06681373081415,10.601027847570606,9.0,10.0,10.325453982234304,10.25181528923819,9.0,True
8.492678689253163,8.0,10.520830707847391,8.719131879102463,10.0,5.593996442340425,10.80380785699971,9.0,10.0,9.341542675331006,8.0,9.0,True
9.0,8.0,10.296833658073577,9.0,10.53310672025619,11.589550339193291,11.82298490585763,8.923859167361542,10.374998046165933,9.76487851269006,10.83955903256839,9.0,True
10.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,6.0,8.0,9.0,True
9.0,8.0,6.0,9.0,7.373291369665162,7.0,7.0,8.405348658996068,7.0,4.338587490811036,8.055996283252744,10.96285802777084,True
10.0,10.966222455207363,10.524980593674547,10.0,10.0,10.99617358016001,10.068608028407661,10.01147820360544,10.0,8.647918244591576,10.372851437968862,10.629373580716814,True
10.034715076335967,8.0,8.494139589627487,10.977646691467486,11.010409097204965,7.0,10.206783852277395,8.558350397262041,10.082485597831301,6.0,8.053791649484294,9.0,True
8.747939556861724,8.0,4.491569169292756,8.559587127254499,4.436696512309342,6.175517591109862,5.142896888559644,9.0,5.660987393316179,4.613699126790729,8.0,10.029795144939115,True
10.004310043758887,10.888814506451954,12.62587230835577,10.784781153882106,11.663422494317874,12.35617179307318,11.874178157146677,8.975597355263568,12.660931175608884,9.85783236265913,12.660360236919493,9.0,True
10.0,11.511123443183237,10.943134305817184,10.0,10.0,10.02737160957394,10.340067187983637,10.753986912924173,10.0,9.92155964359837,10.945258129968769,10.333745388649449,True
8.660517675730677,8.0,10.57050177770248,8.725180953341345,8.042468890633753,10.435098287415258,10.664007253171938,9.0,10.0,9.319749211255578,9.762746645620224,9.0,True
10.625841204953616,8.0,7.568050383209326,10.368785442891003,5.294886424502664,7.0,9.666947872695625,8.425624425114558,9.033628634104172,8.820394676812851,7.0,9.0,True
9.0,8.0,11.040994608209393,9.0,14.477660795747639,7.0,12.263017808274634,8.072621564259032,11.900240346615371,9.19682119149774,8.62768522381838,9.0,True
10.0,8.0,5.359280871816368,10.0,4.568073487792845,6.141044588364131,9.0,9.0,8.005008774347479,9.177280610310572,6.096766724187869,9.0,True
10.0,8.0,5.900710455434202,10.0,7.643913164763054,5.50387142495344,9.0,9.0,8.642776919750574,3.627154628522922,8.0,9.0,True
9.0,8.0,9.466013946775242,9.0,8.027255720055285,7.0,10.112891178094216,8.131574259870419,9.398426347056295,4.1473448004997415,7.0,9.0,True
10.0,9.956722912408893,9.0,10.0,10.0,10.574125249889189,10.639973464428714,9.0,10.0,11.775789311940972,10.717640801747821,9.0,True
8.045116377188457,8.0,10.441920635811977,8.546767241345364,8.137665448284984,10.941479995807606,10.61716331629894,9.0,10.0,8.968787027134677,9.800849172987064,9.0,True
10.0,9.627003558172078,9.0,10.0,10.0,7.898177067170292,10.793779779651727,9.0,10.0,6.0,8.0,9.0,True
10.0,11.917775870851225,10.391913393950059,10.0,10.0,10.055795171090292,10.332058468689567,9.0,10.0,10.245133823107361,11.674492639249168,9.0,True
